# Samsung SM-S928B (e3q) ZZHL vendor-DLKM KMI CRC compatibility baseline
# Firmware: S928BXXU6ZZHL; stock kernel: 6.1.162-android14-11-34343818-abS928BXXU6ZZHL
# Extracted from supplied vendor_dlkm.new.dat (SHA-256 65840e49d5980d21dcb0db4732e1acc10116fd2169e98e79927c7f5ded19f7b2).
# All 2469 retained DZH2 strict symbols have identical ZZHL CRCs; seven
# DZH2-only imports are absent. ZZHL has 1642 additional
# vendor-internal imports outside this kernel-facing strict set.
# ZZHL vendor_boot validation: 411 modules, 2139 strict baseline-overlap symbols.
# Scope: all retained kernel-facing ZZHL vendor-DLKM imports in the proven strict set.
# Device audit: 0 internal CRC conflicts across 351 vendor_dlkm modules.
# 1675 exact CRCs; 794 known Samsung/GKI CRC differences require the audited strict repair.
# symbol	device_crc	validated_build_crc	modules
irq_chip_set_type_parent	0xa1a9bf48	0xa1a9bf48	pinctrl_spmi_gpio
irq_chip_set_wake_parent	0x21494643	0x21494643	pinctrl_spmi_gpio
irq_chip_unmask_parent	0xec5816d4	0xec5816d4	pinctrl_spmi_gpio
irq_create_mapping_affinity	0x2d52ef9d	0x2d52ef9d	smsc95xx;wcd_core_dlkm
irq_dispose_mapping	0x2c7db649	0x2c7db649	pci_msm_drv;smsc95xx
irq_domain_free_fwnode	0x36fc4cbc	0x36fc4cbc	smsc95xx
irq_domain_free_irqs_parent	0xbdd24e0b	0xbdd24e0b	pci_msm_drv
irq_domain_get_irq_data	0x8d5d280f	0x8d5d280f	pci_msm_drv
irq_domain_remove	0xce5287c1	0xce5287c1	msm_drm;pci_msm_drv;smp2p;smsc95xx
irq_domain_set_info	0x993751c8	0x993751c8	pci_msm_drv
irq_domain_simple_ops	0xfaf21a02	0xfaf21a02	smsc95xx
irq_domain_xlate_onecell	0xf656cbb1	0xf656cbb1	msm_drm
irq_domain_xlate_twocell	0x78ba91b9	0x78ba91b9	smp2p
irq_find_matching_fwspec	0x6537b0c6	0x6537b0c6	pinctrl_spmi_gpio
irq_get_irq_data	0x29211c93	0x29211c93	cnss2;mfd_max77705;mfd_max77775;mfd_s2mpb02;msm_drm;pci_msm_drv;qsee_ipc_irq_bridge;sec_abc_detect_conn;swr_ctrl_dlkm
irq_get_irqchip_state	0x1d222ced	0x1d222ced	qcom_q6v5_pas
irq_modify_status	0x7522f3ba	0x7522f3ba	dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;mfd_max77705;mfd_max77775;mfd_s2mpb02;msm_drm;msm_geni_serial;qca_cld3_kiwi_v2;smp2p;spi_msm_geni;wcd_core_dlkm
irq_of_parse_and_map	0xe416cf51	0xe416cf51	msm_drm;pci_msm_drv;qcom_smd;qsee_ipc_irq_bridge
irq_set_affinity_notifier	0x7082834f	0x7082834f	msm_drm;sdhci_msm_sec
irq_set_chained_handler_and_data	0x60a51e14	0x60a51e14	pci_msm_drv
irq_set_chip_and_handler_name	0xce83d3b0	0xce83d3b0	mfd_max77705;mfd_max77775;mfd_s2mpb02;msm_drm;smp2p;smsc95xx;wcd_core_dlkm
irq_set_chip_data	0x20a789ac	0x20a789ac	mfd_max77705;mfd_max77775;mfd_s2mpb02;msm_drm;smp2p
irq_set_irq_type	0x0bc477a2	0x0bc477a2	dwc3_msm
irq_set_irq_wake	0xce2840e7	0xce2840e7	cnss2;coresight_tmc;dwc3_msm;eud;fingerprint;gsim;hall_ic;i3c_master_msm_geni;ipam;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77705;mfd_max77775;mfd_s2mpb02;msm_drm;msm_geni_serial;nfc_nxp_sec;nu1668_charger;pci_msm_drv;pm8941_pwrkey;qca_cld3_kiwi_v2;radio_i2c_rtc6226_qca;s2dos05_regulator;s2dos07;smp2p;sps_drv;stm_ts_spi;swr_ctrl_dlkm;synaptics_ts_spi;uwb;wcd_usbss_i2c;wez02
irq_set_irqchip_state	0xb88dbfce	0xb88dbfce	dwc3_msm
irq_set_parent	0xdc6596fa	0xdc6596fa	smp2p
irq_to_desc	0xf14251ad	0xf14251ad	camera;dwc3_msm;gh_panic_notifier;max77705_charger;max77775_charger;msm_drm;nu1668_charger;pdic_max77705;pdic_max77775;sec_common_fn;synaptics_ts_spi;wez02
is_vmalloc_addr	0xc31db0ce	0xc31db0ce	coresight_tmc;dwc3_msm;glink_pkt;i2c_msm_geni;i3c_master_msm_geni;ipam;mhi;mhi_dev_satellite;msm_drm;msm_eva;msm_geni_serial;qca_cld3_kiwi_v2;qce50_dlkm;qcom_iommu_debug;spi_msm_geni
iterate_fd	0x3204fe7a	0x6a2787ff	msm_sysstats
jiffies	0x15ba50a6	0x15ba50a6	adsp_factory_module;adsp_sleepmon;blk_sec_stats;blk_sec_wb;bt_fm_slim;camera;cfg80211;cnss2;drm_display_helper;dwc3_msm;eud;fingerprint;gsim;hung_task_enh;input_cs40l26_i2c;ipam;mac80211;mbhc_dlkm;mfd_max77705;mfd_max77775;msm_drm;msm_kgsl;nfc_nxp_sec;pci_msm_drv;pdic_max77705;pdic_max77775;pdr_interface;qca_cld3_kiwi_v2;qce50_dlkm;qcom_q6v5_pas;qcom_sysmon;qcrypto_msm_dlkm;qseecom_dlkm;rmnet_aps;rmnet_core;rmnet_perf;rproc_qcom_common;sdhci_msm_sec;sg;smsc75xx;smsc95xx;spf_core_dlkm;ssg;stmvl53l8;synx_driver;usb_f_gsi;usb_typec_manager;wcd939x_dlkm;wonder
jiffies_to_msecs	0x37befc70	0x37befc70	blk_sec_stats;blk_sec_wb;camera;cfg80211;cnss2;gsim;mac80211;max77705_charger;max77775_charger;mbhc_dlkm;mfd_max77705;mfd_max77775;msm_drm;msm_kgsl;nfc_nxp_sec;qca_cld3_kiwi_v2;qcom_spmi_adc5_gen3;sec_battery;sg;ssg;stmvl53l8;thermal_config;usb_typec_manager;wez02
jiffies_to_usecs	0x7f24de73	0x7f24de73	mbhc_dlkm;msm_kgsl;pci_msm_drv
kasan_flag_enabled	0xa6f6226c	0xa6f6226c	cfg80211;coresight_tmc;frpc_adsprpc;msm_gpi;msm_kgsl;qca_cld3_kiwi_v2;qce50_dlkm;rmnet_aps;rmnet_core;rmnet_offload;rmnet_shs;sec_rdx_bootdev;sg;ubwcp
kasprintf	0xfb384d37	0xfb384d37	cs_dsp;slimbus;smp2p;snd_soc_wm_adsp;spcom;stm_core;stm_heartbeat
kernel_connect	0x6f9153a5	0xe4ed3de6	cnss2;ipam;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;slim_qcom_ngd_ctrl
kernel_getsockname	0x4a997980	0x078fcb0e	qmi_helpers
kernel_kobj	0x4ba41360	0x4ba41360	adsp_loader_dlkm;bhs_irq_controller;blk_sec_stats;blk_sec_wb;camera;cdsp_loader;cnss2;dropdump;ipclite;ipclite_test;machine_dlkm;msm_kgsl;msm_performance;qca_cld3_kiwi_v2;qcom_cpufreq_hw_debug;rproc_qcom_common;wcd939x_dlkm
kernel_param_lock	0x0998aacd	0x0998aacd	mac80211
kernel_param_unlock	0x323ac5fd	0x323ac5fd	mac80211
kernel_recvmsg	0xed5d2c06	0xf6a11d81	qmi_helpers
kernel_restart	0x1e7bbcb3	0x1e7bbcb3	spss_utils
kernel_sendmsg	0xb240b296	0x0d77e150	qmi_helpers
kernfs_find_and_get_ns	0xd98d9801	0xd98d9801	camera;msm_drm
kernfs_notify	0xd295b501	0xd295b501	msm_drm
kernfs_put	0x68fc7e58	0x68fc7e58	msm_drm
kfree	0x037a0cba	0x037a0cba	abc_hub;adsp_factory_module;adsp_loader_dlkm;adsp_sleepmon;audio_pkt_dlkm;audio_prm_dlkm;audpkt_ion_dlkm;bam_dma;bt_fm_slim;btpower;c1dcvs_scmi_v2;camera;cfg80211;cl_dsp;cl_dsp_debugfs;cnss2;cnss_plat_ipc_qmi_svc;cnss_prealloc;cnss_utils;coresight;coresight_cti;coresight_tmc;cpu_voltage_cooling;cpucp_log;cpufreq_stats_scmi_v2;cs_dsp;delayed_sack;dev_ril_bridge;dmesg_dumper;drm_display_helper;drm_dp_aux_bus;dwc3_msm;f_fs_ipc_log;flicker_sensor;flicker_test;frpc_adsprpc;gh_panic_notifier;gh_rm_booster;gh_tlmm_vm_mem_access;glink_pkt;gpr_dlkm;gsim;hdcp_qseecom_dlkm;hdmi_dlkm;health_monitor;hwmon;i2c_msm_geni;i3c_master_msm_geni;if_cb_manager;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;ipclite_test;kperfmon;lcd;leds_s2mpb02;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lt9611uxc;lvstest;mac80211;machine_dlkm;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77705;mfd_s2mpb02;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_ext_display;msm_gpi;msm_hw_fence;msm_kgsl;msm_memshare;msm_mmrm;msm_performance;msm_sharedmem;msm_sysstats;nfc_nxp_sec;nu1668_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;q6_notifier_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_glink;qcom_glink_smem;qcom_glink_spss;qcom_iommu_debug;qcom_ramdump;qcom_smd;qcom_spss;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfprom_sys;qfs4008_spidev;qmi_helpers;qrtr_smd;qsee_ipc_irq_bridge;qseecom_dlkm;qti_cpufreq_cdev;qti_devfreq_cdev;qti_ocp_notifier;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;rdbg;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_mem;rmnet_offload;rmnet_perf;rmnet_perf_tether;rmnet_shs;rmnet_wlan;rproc_qcom_common;sb_core;sdhci_msm_sec;sec_abc_detect_conn;sec_audio_sysfs;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_hw_param;sec_qc_user_reset;sec_vibrator_inputff_module;sg;slim_qcom_ngd_ctrl;slimbus;smcinvoke_dlkm;smmu_proxy_dlkm;smp2p;smsc75xx;smsc95xx;snd_event_dlkm;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;spcom;spf_core_dlkm;sps_drv;spss_utils;ssg;stm_core;stm_heartbeat;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;swr_dmic_dlkm;synaptics_ts_spi;sync_fence;synx_driver;sys_pm_vx;thermal_config;tz_log_dlkm;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_f_qdss;usb_f_ss_acm;usb_f_ss_mon_gadget;usb_notify_layer;usb_typec_manager;uwb;vibrator_vib_info;wcd938x_dlkm;wcd939x_dlkm;wcd_usbss_i2c;wez02;wsa883x_dlkm;wsa884x_dlkm
kfree_const	0xf474fdcb	0xf474fdcb	qcom_q6v5_pas;qcom_spss;reboot_mode;rproc_qcom_common
kfree_sensitive	0xd0760fc0	0xd0760fc0	camera;cfg80211;hdcp_qseecom_dlkm;mac80211;msm_kgsl;pdic_max77705;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcrypto_msm_dlkm;qrng_dlkm;qseecom_dlkm;smcinvoke_dlkm
kfree_skb_list_reason	0x441d50a3	0xfbd82da5	mac80211;rmnet_sch
kfree_skb_reason	0x234cc6c0	0x9c89bbc6	adsp_factory_module;audio_pkt_dlkm;cfg80211;cnss2;glink_pkt;ipam;mac80211;msm_sysstats;qca_cld3_kiwi_v2;qrtr_mhi;qrtr_smd;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_shs;rmnet_wlan;wonder
kill_fasync	0x9ed85e15	0x92fde664	sg
kimage_voffset	0xe4bbc1dd	0xe4bbc1dd	cnss2;ipam;msm_drm;msm_kgsl;qca_cld3_kiwi_v2;qce50_dlkm;qcom_iommu_debug;qseecom_dlkm;sec_qc_smem;sec_rdx_bootdev;smcinvoke_dlkm
kmalloc_caches	0x0f15b38a	0xe42b3a83	abc_hub;adsp_factory_module;adsp_sleepmon;audio_prm_dlkm;audpkt_ion_dlkm;bt_fm_slim;btpower;camera;cfg80211;cl_dsp_debugfs;cnss2;cnss_plat_ipc_qmi_svc;cnss_utils;coresight;coresight_cti;coresight_tmc;cpu_voltage_cooling;cpufreq_stats_scmi_v2;cs_dsp;delayed_sack;dev_ril_bridge;dmesg_dumper;drm_display_helper;drm_dp_aux_bus;dropdump;dwc3_msm;f_fs_ipc_log;flicker_sensor;flicker_test;frpc_adsprpc;gh_panic_notifier;gh_rm_booster;gh_tlmm_vm_mem_access;glink_pkt;gpr_dlkm;gsim;hdcp_qseecom_dlkm;hdmi_dlkm;health_monitor;hwmon;i3c_master_msm_geni;if_cb_manager;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;ipclite_test;kperfmon;lcd;leds_s2mpb02;lt9611uxc;lvstest;mac80211;machine_dlkm;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77705;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_ext_display;msm_gpi;msm_hw_fence;msm_kgsl;msm_memshare;msm_mmrm;msm_performance;msm_sharedmem;nfc_nxp_sec;nu1668_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;q6_notifier_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_glink;qcom_glink_smem;qcom_glink_spss;qcom_iommu_debug;qcom_ramdump;qcom_smd;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfs4008_spidev;qmi_helpers;qrng_dlkm;qsee_ipc_irq_bridge;qseecom_dlkm;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;rdbg;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_mem;rmnet_offload;rmnet_perf;rmnet_perf_tether;rmnet_shs;rmnet_wlan;rproc_qcom_common;sb_core;sb_wireless;sdhci_msm_sec;sec_audio_sysfs;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_hw_param;sec_qc_user_reset;sg;slim_qcom_ngd_ctrl;slimbus;smcinvoke_dlkm;smmu_proxy_dlkm;smp2p;smsc75xx;smsc95xx;snd_event_dlkm;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;spcom;spf_core_dlkm;sps_drv;spss_utils;ssg;stm_core;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;synaptics_ts_spi;sync_fence;synx_driver;thermal_config;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_f_qdss;usb_f_ss_acm;usb_f_ss_mon_gadget;usb_notify_layer;usb_typec_manager;uwb;wez02
kmalloc_large	0x9ed12e20	0x9ed12e20	camera;cnss_plat_ipc_qmi_svc;flicker_sensor;frpc_adsprpc;input_booster_lkm;ipam;mac80211;msm_drm;msm_eva;msm_kgsl;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_iommu_debug;sec_battery;sec_common_fn;spcom;stmvl53l8;synx_driver;usb_notify_layer
kmalloc_node_trace	0x76842b02	0xfd6e24ac	coresight;coresight_tmc;ssg
kmalloc_trace	0xb78e7543	0x6e066e9f	abc_hub;adsp_factory_module;adsp_sleepmon;audio_prm_dlkm;audpkt_ion_dlkm;bt_fm_slim;btpower;camera;cfg80211;cl_dsp_debugfs;cnss2;cnss_plat_ipc_qmi_svc;cnss_utils;coresight;coresight_cti;coresight_tmc;cpu_voltage_cooling;cpufreq_stats_scmi_v2;cs_dsp;delayed_sack;dev_ril_bridge;dmesg_dumper;drm_display_helper;drm_dp_aux_bus;dropdump;dwc3_msm;f_fs_ipc_log;flicker_sensor;flicker_test;frpc_adsprpc;gh_panic_notifier;gh_rm_booster;gh_tlmm_vm_mem_access;glink_pkt;gpr_dlkm;gsim;hdcp_qseecom_dlkm;hdmi_dlkm;health_monitor;hwmon;i3c_master_msm_geni;if_cb_manager;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;ipclite_test;kperfmon;lcd;leds_s2mpb02;lt9611uxc;lvstest;mac80211;machine_dlkm;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77705;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_ext_display;msm_gpi;msm_hw_fence;msm_kgsl;msm_memshare;msm_mmrm;msm_performance;msm_sharedmem;nfc_nxp_sec;nu1668_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;q6_notifier_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_glink;qcom_glink_smem;qcom_glink_spss;qcom_iommu_debug;qcom_ramdump;qcom_smd;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfs4008_spidev;qmi_helpers;qrng_dlkm;qsee_ipc_irq_bridge;qseecom_dlkm;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;rdbg;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_mem;rmnet_offload;rmnet_perf;rmnet_perf_tether;rmnet_shs;rmnet_wlan;rproc_qcom_common;sb_core;sb_wireless;sdhci_msm_sec;sec_audio_sysfs;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_hw_param;sec_qc_user_reset;sg;slim_qcom_ngd_ctrl;slimbus;smcinvoke_dlkm;smmu_proxy_dlkm;smp2p;smsc75xx;smsc95xx;snd_event_dlkm;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;spcom;spf_core_dlkm;sps_drv;spss_utils;ssg;stm_core;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;synaptics_ts_spi;sync_fence;synx_driver;thermal_config;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_f_qdss;usb_f_ss_acm;usb_f_ss_mon_gadget;usb_notify_layer;usb_typec_manager;uwb;wez02
kmem_cache_alloc	0xb3bcc335	0x2ab25bbe	blk_sec_stats;camera;ipam;msm_drm;msm_eva;msm_kgsl
kmem_cache_create	0xd7c35710	0x440cd744	blk_sec_stats;camera;ipam;msm_drm;msm_eva;msm_kgsl
kmem_cache_create_usercopy	0xfc1a32e3	0xb399cadf	cnss_prealloc
kmem_cache_destroy	0x8b61c569	0x4dffdbba	blk_sec_stats;camera;cnss_prealloc;ipam;msm_eva;msm_kgsl
kmem_cache_free	0x016d6ea7	0xc8be089f	blk_sec_stats;camera;ipam;msm_drm;msm_eva;msm_kgsl
kmemdup	0x66b4cc41	0x66b4cc41	camera;cfg80211;cnss2;cnss_utils;cs_dsp;drm_display_helper;ipam;mac80211;msm_drm;msm_eva;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcrypto_msm_dlkm;smcinvoke_dlkm;snd_soc_wm_adsp;spcom;stm_core
kmemdup_nul	0xb3f548ad	0xb3f548ad	usb_f_ss_mon_gadget
kmsg_dump_get_buffer	0xee518148	0xee518148	dmesg_dumper
kmsg_dump_register	0x6c5ad0cd	0x6c5ad0cd	dmesg_dumper
kmsg_dump_rewind	0x480305ca	0x480305ca	dmesg_dumper
kmsg_dump_unregister	0xda0947de	0xda0947de	dmesg_dumper
kobj_sysfs_ops	0xacbb82b4	0xacbb82b4	camera;msm_kgsl
kobject_add	0xa3adbc43	0xa3adbc43	camera
kobject_create_and_add	0x99e24762	0x99e24762	adsp_loader_dlkm;bhs_irq_controller;blk_sec_stats;blk_sec_wb;camera;cdsp_loader;cnss2;cpufreq_limit;dropdump;ipclite;ipclite_test;msm_drm;msm_kgsl;msm_performance;qca_cld3_kiwi_v2;qcom_cpufreq_hw_debug;qcom_lpm;rproc_qcom_common;wcd939x_dlkm
kobject_del	0xd56b3592	0xd56b3592	adsp_loader_dlkm;cdsp_loader;core_hang_detect
kobject_init	0x423fe6bf	0x423fe6bf	camera
kobject_init_and_add	0x463b3ed8	0x463b3ed8	bwmon;bwprof;c1dcvs_scmi_v2;core_hang_detect;dynpf_scmi;machine_dlkm;memlat;msm_kgsl
kobject_put	0x11e90cd4	0x11e90cd4	bhs_irq_controller;blk_sec_stats;blk_sec_wb;bwmon;bwprof;c1dcvs_scmi_v2;camera;cnss2;core_hang_detect;cpufreq_limit;dropdump;dynpf_scmi;ipclite_test;machine_dlkm;memlat;msm_kgsl;msm_performance;qca_cld3_kiwi_v2;qcom_cpufreq_hw_debug;qcom_lpm;rproc_qcom_common;ssg
kobject_set_name	0x7f120f30	0x7f120f30	stm_core
kobject_uevent	0x5aac7c29	0xfe8d6607	dwc3_msm;msm_kgsl;sdhci_msm_sec;sec_switch_class;usb_notify_layer
kobject_uevent_env	0x857f14bd	0xcd69acd9	blk_sec_stats;blk_sec_wb;common_muic;hall_ic;hwmon;ipam;lt9611uxc;msm_drm;pdic_notifier_module;sec_abc_detect_conn;sec_common_fn;sec_switch_class;usb_notify_layer
krealloc	0xc8dcc62a	0xc8dcc62a	cl_dsp_debugfs;cnss_prealloc;coresight;lpass_cdc_rx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_eva;snd_event_dlkm;swr_dlkm
kset_create_and_add	0x4fbbb17d	0x4fbbb17d	msm_performance
ksize	0x04ea5d10	0x04ea5d10	qca_cld3_kiwi_v2;qcrypto_msm_dlkm
kstrdup	0x2d39b0a7	0x2d39b0a7	c1dcvs_scmi_v2;hwmon;input_cs40l26_i2c;msm_drm;qcom_glink;qcom_iommu_debug;qcom_smd;rproc_qcom_common;sec_vibrator_inputff_module;snd_soc_cirrus_amp;stm_core
kstrdup_const	0x365e7911	0x365e7911	qcom_q6v5_pas;qcom_spss;reboot_mode;rproc_qcom_common
kstrdup_quotable_cmdline	0xf182d52c	0xf182d52c	msm_kgsl
kstrndup	0x9eacf8a5	0x9eacf8a5	lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;qcom_q6v5_pas;usb_f_cdev;usb_f_conn_gadget;usb_f_qdss;usb_f_ss_mon_gadget;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
kstrtobool	0x124bad4d	0x124bad4d	bwprof;camera;core_hang_detect;coresight;coresight_tpda;dwc3_msm;flicker_sensor;leds_qti_tri_led;msm_kgsl;msm_performance;qcom_lpm;qti_amoled_ecm;rproc_qcom_common;s2dos05_regulator;sdhci_msm_sec;sec_vibrator_inputff_module
kstrtoint	0x8c8569cb	0x8c8569cb	abc_hub;adsp_factory_module;adsp_loader_dlkm;bhs_irq_controller;blk_sec_stats;blk_sec_wb;bwmon;bwprof;camera;coresight;coresight_cti;cpufreq_limit;dropdump;gsim;i2c_msm_geni;i3c_master_msm_geni;ipclite;ipclite_test;leds_qpnp_vibrator_ldo;lvstest;msm_drm;msm_eva;msm_geni_serial;msm_video;qca_cld3_kiwi_v2;qcom_iommu_debug;sec_ap_pmic;sec_audio_sysfs;sec_common_fn;sec_vibrator_inputff_module;snd_soc_cirrus_amp;spi_msm_geni;ssg;stm_ts_spi;sys_pm_vx;usb_notify_layer;wez02
kstrtoint_from_user	0x7e704a24	0x7e704a24	gsim
kstrtoll	0x3854774b	0x3854774b	camera;glink_pkt;hdm;hwmon;llcc_perfmon;msm_performance;sec_common_fn;sensors_core;ssg;wcd939x_dlkm
kstrtos8	0x7429e20c	0x7429e20c	qca_cld3_kiwi_v2
kstrtos8_from_user	0xf5ac87b9	0xf5ac87b9	gsim;ipam
kstrtou16	0x4af6ddf0	0x4af6ddf0	ipam;msm_geni_serial;phy_msm_snps_eusb2;qca_cld3_kiwi_v2;qti_amoled_ecm
kstrtou16_from_user	0x02d1793c	0x02d1793c	usb_f_gsi
kstrtou8	0x6a6e05bf	0x6a6e05bf	cnss_utils;flicker_sensor;ipam;msm_drm;phy_msm_snps_eusb2;qca_cld3_kiwi_v2;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03;stm_ts_spi;stmvl53l8;synaptics_ts_spi;usb_f_cdev;usb_f_gsi;usb_f_qdss
kstrtou8_from_user	0x59e088ae	0x59e088ae	ipam;usb_f_cdev;usb_f_gsi
kstrtouint	0x3b6c41ea	0x3b6c41ea	adsp_factory_module;bwmon;c1dcvs_scmi_v2;camera;cdsp_loader;cl_dsp_debugfs;core_hang_detect;dynpf_scmi;flicker_sensor;gh_rm_booster;gsim;input_cs40l26_i2c;ipam;leds_s2mpb02;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;machine_dlkm;memlat;mhi;mhi_dev_uci;msm_drm;msm_hw_fence;msm_kgsl;msm_mmrm;msm_video;pci_msm_drv;pdic_max77705;pdic_max77775;qca_cld3_kiwi_v2;qcom_iommu_debug;qti_amoled_ecm;rmnet_aps;sdhci_msm_sec;sec_vibrator_inputff_module;snd_soc_cirrus_amp;stmvl53l8;swr_ctrl_dlkm;wcd938x_dlkm;wcd938x_slave_dlkm;wcd939x_dlkm;wcd939x_slave_dlkm;wsa883x_dlkm;wsa884x_dlkm
kstrtouint_from_user	0x19b76060	0x19b76060	ipam;qcom_iommu_debug;sps_drv
kstrtoull	0x5c3c7387	0x5c3c7387	camera;coresight;coresight_csr;coresight_cti;coresight_funnel;coresight_stm;coresight_tgu;coresight_tmc;coresight_tpda;coresight_tpdm;coresight_trace_noc;flicker_sensor;hdm;lcd;leds_qti_flash;llcc_perfmon;lvstest;max31760_fan;msm_drm;msm_eva;msm_kgsl;msm_video;pci_msm_drv;qcom_iommu_debug;rmnet_offload;sec_common_fn;stm_ts_spi;synaptics_ts_spi
kstrtoull_from_user	0xf159aa44	0xf159aa44	qcom_iommu_debug
kswapd	0xa6b27bfe	0xa6b27bfe	mem_hooks
kthread_cancel_delayed_work_sync	0xeda0a34d	0x706be9e9	msm_drm
kthread_cancel_work_sync	0x8e7b4939	0x522533be	qcom_glink
kthread_complete_and_exit	0x6008689f	0x6008689f	qca_cld3_kiwi_v2;usb_notify_layer
kthread_create_on_node	0xb0f4ab9f	0xbc5d26cf	adsp_sleepmon;camera;cdsprm;ipclite_test;mem_hooks;msm_drm;msm_eva;msm_kgsl;msm_performance;qca_cld3_kiwi_v2;qcom_glink;qseecom_dlkm;sec_vibrator_inputff_module;smcinvoke_dlkm;usb_notify_layer
kthread_create_worker	0x5697a553	0x40a83038	msm_kgsl
kthread_delayed_work_timer_fn	0xc1b48cc6	0xc1b48cc6	msm_drm
kthread_destroy_worker	0xa6e6acfb	0xaead83ee	msm_kgsl
kthread_flush_work	0x2e45ff91	0xf21b8516	msm_drm;sec_vibrator_inputff_module
kthread_flush_worker	0x669f34e6	0x6ed41bf3	msm_drm;msm_kgsl;qcom_glink
kthread_mod_delayed_work	0x467817a8	0x6f4a5242	msm_drm
kthread_park	0xbdd2a211	0x71234167	msm_drm
kthread_parkme	0xf95322f4	0xf95322f4	msm_drm
kthread_queue_delayed_work	0xcada8247	0xe3e8c7ad	msm_drm
kthread_queue_work	0xb438cecd	0x38123c69	msm_drm;msm_kgsl;qcom_glink;sec_vibrator_inputff_module
kthread_should_park	0x79defbe1	0x79defbe1	msm_drm
