# Samsung SM-S928B (e3q) vendor-DLKM KMI CRC baseline
# Firmware: S928BXXS6DZG1; kernel: 6.1.145-android14-11-33419968-abS928BXXS6DZG1
# Captured over rooted ADB on 2026-08-09 from 351 persistent vendor_dlkm modules.
# Includes kernel-KMI imports present in Android 14/6.1 2025-09 ABI lists.
# Device audit: 0 kernel CRC conflicts; 0 DLKM export conflicts; 0 importer/provider mismatches.
# symbol	crc	modules
snd_soc_dapm_get_volsw	0xbd679558	lpass_cdc_rx_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_dapm_ignore_suspend	0xe6b65777	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_dapm_kcontrol_dapm	0xbcbb84e6	snd_soc_cs35l43_i2c
snd_soc_dapm_kcontrol_widget	0x02096b78	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm
snd_soc_dapm_mixer_update_power	0x73744eca	lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm
snd_soc_dapm_mux_update_power	0xdee22b24	lpass_cdc_rx_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm
snd_soc_dapm_new_controls	0x96388807	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm
snd_soc_dapm_new_widgets	0xa6d459d3	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm
snd_soc_dapm_put_enum_double	0x6a14768c	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;wcd938x_dlkm;wcd939x_dlkm
snd_soc_dapm_put_volsw	0x39af0bb2	lpass_cdc_rx_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_dapm_sync	0x29f6604d	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;snd_soc_cs35l45_i2c;snd_soc_wm_adsp;swr_dmic_dlkm;wcd938x_dlkm;wcd939x_dlkm;wcd_core_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_find_dai	0x27959907	machine_dlkm
snd_soc_get_enum_double	0x8ec04280	lpass_cdc_tx_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_get_pcm_runtime	0xd8aaf288	machine_dlkm
snd_soc_get_volsw	0x2549f63f	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;wcd938x_dlkm;wcd939x_dlkm
snd_soc_get_volsw_range	0x00733af2	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_get_volsw_sx	0x7eb8b6e7	snd_soc_cs35l45_i2c
snd_soc_info_enum_double	0xc095bbf9	hdmi_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;swr_dmic_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_info_multi_ext	0x66ab3769	hdmi_dlkm
snd_soc_info_volsw	0xb0fbae85	bt_fm_slim;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_info_volsw_range	0xcd023064	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_info_volsw_sx	0x50158f9c	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_jack_report	0x8a22c515	mbhc_dlkm;snd_soc_hdmi_codec
snd_soc_lookup_component	0xeec457b0	swr_dmic_dlkm;wcd_core_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_new_compress	0x12988d83	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_of_parse_audio_routing	0xe0466fbf	machine_dlkm
snd_soc_of_parse_card_name	0x7052bfcb	machine_dlkm
snd_soc_pm_ops	0x56d39d02	machine_dlkm
snd_soc_put_enum_double	0x3ac61d7d	lpass_cdc_tx_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_put_volsw	0x581a8286	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;wcd938x_dlkm;wcd939x_dlkm
snd_soc_put_volsw_range	0xb475650f	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_put_volsw_sx	0x0d06cfb9	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_register_component	0x94646ac0	bt_fm_slim;hdmi_dlkm;lpass_cdc_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs40l26;stub_dlkm;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_rtdcom_lookup	0x45e0dee3	machine_dlkm
snd_soc_set_runtime_hwparams	0x8331bc8c	hdmi_dlkm;machine_dlkm
snd_soc_unregister_card	0x54fa53d6	machine_dlkm
snd_soc_unregister_component	0x4a46772b	bt_fm_slim;hdmi_dlkm;lpass_cdc_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs40l26;stub_dlkm;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_usb_autoresume	0x612fcaec	snd_usb_audio_qmi
snd_usb_autosuspend	0x7a399fc5	snd_usb_audio_qmi
snd_usb_endpoint_close	0x64cb25fd	snd_usb_audio_qmi
snd_usb_endpoint_open	0xf7df1247	snd_usb_audio_qmi
snd_usb_endpoint_prepare	0x135f16a6	snd_usb_audio_qmi
snd_usb_power_domain_set	0x327ca64c	snd_usb_audio_qmi
snprintf	0x656e4a6e	adsp_factory_module;blk_sec_stats;blk_sec_wb;btpower;bwprof;camera;cfg80211;cl_dsp_debugfs;cnss2;coresight;cpucp_log;cpufreq_limit;cpufreq_stats_scmi_v2;drm_display_helper;dropdump;dwc3_msm;fingerprint;flicker_sensor;frpc_adsprpc;hall_ic;hdm;i2c_msm_geni;input_cs40l26_i2c;ipam;ipclite;kperfmon;mac80211;machine_dlkm;max77705_fuelgauge;max77775_fuelgauge;mhi;mhi_dev_uci;msm_drm;msm_eva;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_video;nfc_nxp_sec;nu1668_charger;pci_msm_drv;pdic_notifier_module;phy_msm_snps_eusb2;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcom_cpuss_sleep_stats;qcom_q6v5;qcom_q6v5_pas;qcom_ramdump;qcom_spss;qcrypto_msm_dlkm;qseecom_dlkm;qti_cpufreq_cdev;rdbg;rmnet_core;rmnet_shs;rproc_qcom_common;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03;sdhci_msm_sec;sec_abc_detect_conn;sec_audio_sysfs;sec_battery;sec_common_fn;sec_qc_user_reset;sec_switch_class;sec_vibrator_inputff_module;smcinvoke_dlkm;smsc95xx;snd_debug_proc;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;snd_soc_wm_adsp;spcom;sps_drv;ssg;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;synaptics_ts_spi;synx_driver;usb_f_cdev;usb_f_ss_mon_gadget;usb_notify_layer;uwb;vibrator_vib_info;wcd938x_slave_dlkm;wcd939x_slave_dlkm;wcd9xxx_dlkm;wcd_core_dlkm;wez02;wsa883x_dlkm;wsa884x_dlkm
sock_create_kern	0x147b171c	qmi_helpers
sock_gen_put	0x1c0448b8	rmnet_perf
sock_release	0x6369852b	cfg80211;qmi_helpers
softnet_data	0x7a9ece2b	rmnet_shs
sort	0xb7c0f443	frpc_adsprpc;msm_drm;msm_eva;msm_kgsl;msm_video;qca_cld3_kiwi_v2
spi_bus_type	0xd9dfbb98	nfc_nxp_sec;uwb
spi_register_controller	0xb35f875f	spi_msm_geni
spi_setup	0x56c1736a	camera;nfc_nxp_sec;stm_ts_spi;synaptics_ts_spi;uwb
spi_sync	0x8211a422	camera;nfc_nxp_sec;snvm;stm_ts_spi;stmvl53l8;synaptics_ts_spi;uwb
spi_unregister_controller	0x60999f42	spi_msm_geni
split_page	0xd69b64f6	msm_kgsl
spmi_controller_add	0xbc77d9ff	spmi_pmic_arb_debug
spmi_controller_alloc	0xb7623849	spmi_pmic_arb_debug
spmi_controller_remove	0x0be33f4f	spmi_pmic_arb_debug
sprint_symbol	0x661601de	qca_cld3_kiwi_v2
sprintf	0x3c3ff9fd	abc_hub;adsp_factory_module;blk_sec_stats;camera;cfg80211;coresight;coresight_cti;coresight_funnel;coresight_stm;dropdump;hall_ic;hwmon;input_booster_lkm;lcd;leds_s2mpb02;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;msm_drm;msm_kgsl;pca9481_charger;pdic_max77705;pdic_max77775;qcom_smd;qcom_stats;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03;sec_abc_detect_conn;sec_ap_pmic;sec_battery;sec_switch_class;sec_thermistor;sec_vibrator_inputff_module;sg;snd_soc_cirrus_amp;snd_soc_cs35l45_i2c;ssg;stm_core;usb_f_conn_gadget;usb_f_ss_acm;usb_f_ss_mon_gadget;usb_notify_layer
srcu_init_notifier_head	0xe9ff63e4	msm_kgsl;q6_notifier_dlkm;rproc_qcom_common
srcu_notifier_call_chain	0x312514b5	gh_panic_notifier;msm_kgsl;q6_notifier_dlkm;rproc_qcom_common
srcu_notifier_chain_register	0x0f45524a	gh_panic_notifier;msm_kgsl;q6_notifier_dlkm;rproc_qcom_common
srcu_notifier_chain_unregister	0x4bc97c17	gh_panic_notifier;msm_kgsl;q6_notifier_dlkm;rproc_qcom_common
sscanf	0xbcab6ee6	adsp_factory_module;adsp_loader_dlkm;camera;cfg80211;cnss2;coresight;coresight_csr;coresight_cti;coresight_hwevent;coresight_tgu;coresight_tmc;coresight_tpdm;cpufreq_limit;eud;hwmon;input_booster_lkm;lt9611uxc;machine_dlkm;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;msm_drm;msm_hw_fence;msm_performance;nu1668_charger;pdic_max77705;pdic_max77775;qca_cld3_kiwi_v2;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_hw_param;sec_qc_user_reset;slimbus;stm_core;stmvl53l8;thermal_config;usb_f_conn_gadget;usb_notify_layer
stack_trace_print	0xa45c7b90	cnss2;qca_cld3_kiwi_v2
stack_trace_save_tsk	0x5b0816c3	cnss2;qca_cld3_kiwi_v2
stpcpy	0xf4db35bc	pdic_max77705;pdic_max77775
strcasecmp	0xaafdc258	ipam;msm_drm;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03
strchr	0x349cba85	abc_hub;msm_performance;qca_cld3_kiwi_v2;rmnet_wlan;sec_common_fn
strchrnul	0xceab0311	qca_cld3_kiwi_v2
strcmp	0xe2d5255a	abc_hub;adsp_factory_module;adsp_loader_dlkm;bcl_soc;camera;cdsp_loader;cfg80211;cnss2;cnss_utils;coresight;coresight_csr;coresight_cti;coresight_funnel;coresight_stm;coresight_tmc;cpufreq_limit;delayed_sack;dwc3_msm;f_fs_ipc_log;frpc_adsprpc;gh_panic_notifier;glink_probe;health_monitor;ipam;leds_qti_flash;llcc_perfmon;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;lt9611uxc;mac80211;machine_dlkm;mhi;mhi_dev_satellite;msm_drm;msm_eva;msm_kgsl;msm_memshare;msm_mmrm;msm_sysstats;msm_video;nfc_nxp_sec;pci_msm_drv;pdic_max77705;pdr_interface;phy_msm_snps_eusb2;q6_notifier_dlkm;qca_cld3_kiwi_v2;qcom_glink;qcom_iommu_debug;qcom_lpm;qcom_q6v5_pas;qcom_smd;qcom_spmi_wled;qcom_stats;qcom_sysmon;qpnp_lcdb_regulator;qseecom_dlkm;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;reboot_mode;rproc_qcom_common;sb_core;sec_ap_pmic;sec_battery;sec_common_fn;sec_vibrator_inputff_module;smp2p;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_wm_adsp;spcom;stm_core;swr_dlkm;swr_dmic_dlkm;usb_f_cdev;usb_f_qdss;usb_f_ss_mon_gadget;usb_notify_layer;wcd939x_dlkm;wcd9xxx_dlkm;wcd_core_dlkm
strcpy	0xe914e41e	bam_dma;camera;cfg80211;cpucp_log;frpc_adsprpc;hwmon;i2c_msm_geni;i3c_master_msm_geni;ipam;mac80211;msm_drm;msm_geni_serial;msm_kgsl;rmnet_core;rproc_qcom_common;slim_qcom_ngd_ctrl;smcinvoke_dlkm;spi_msm_geni
strcspn	0x1ac5d3cb	qcom_q6v5_pas
strim	0x77bc13a0	cnss2;msm_drm;qca_cld3_kiwi_v2;qcom_stats;usb_notify_layer
strlcat	0xf9c0b663	adsp_factory_module;camera;cdsprm;drm_display_helper;f_fs_ipc_log;msm_drm;msm_video;pdic_max77705;qca_cld3_kiwi_v2;qcrypto_msm_dlkm;sec_abc_detect_conn;sec_common_fn;sec_qc_user_reset;stm_ts_spi;swr_dmic_dlkm;synaptics_ts_spi;usb_f_gsi;usb_notify_layer;wcd9xxx_dlkm;wez02
strlcpy	0x5792f848	adsp_loader_dlkm;kperfmon;msm_drm;msm_eva;msm_kgsl;pdic_max77705;pdic_max77775;qseecom_dlkm;sec_qc_user_reset
strlen	0x98cf60b3	abc_hub;adsp_factory_module;adsp_loader_dlkm;bam_dma;camera;cfg80211;cl_dsp;cl_dsp_debugfs;cnss2;cnss_utils;coresight_tmc;cpucp_log;cs_dsp;drm_display_helper;dropdump;frpc_adsprpc;hall_ic;hwmon;i2c_msm_geni;i3c_master_msm_geni;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite_test;kperfmon;llcc_perfmon;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;mac80211;machine_dlkm;msm_drm;msm_eva;msm_geni_serial;msm_kgsl;msm_performance;msm_video;nu1668_charger;pdic_max77705;pdic_max77775;pdr_interface;q6_notifier_dlkm;qca_cld3_kiwi_v2;qcom_glink;qcom_pil_info;qcom_pm8008_regulator;qmi_helpers;qseecom_dlkm;rmnet_core;rmnet_wlan;rproc_qcom_common;sec_abc_detect_conn;sec_battery;sec_common_fn;sec_qc_user_reset;sec_reloc_gpio;sec_thermistor;slim_qcom_ngd_ctrl;smcinvoke_dlkm;smp2p;snd_soc_cirrus_amp;snd_soc_wm_adsp;spi_msm_geni;ssg;stm_ts_spi;swr_dmic_dlkm;synaptics_ts_spi;synx_driver;thermal_config;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_f_qdss;usb_f_ss_mon_gadget;usb_notify_layer;wez02;wsa883x_dlkm;wsa884x_dlkm
strncasecmp	0x96b29254	msm_drm;pdic_max77705;pdic_max77775;qca_cld3_kiwi_v2;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;usb_f_gsi
strncat	0x2e2b40d2	cnss2;usb_f_ss_mon_gadget;usb_notify_layer
strnchr	0x4841bdee	camera;msm_drm;msm_performance;qca_cld3_kiwi_v2;qcom_iommu_debug;usb_f_cdev
strncmp	0x5a921311	camera;cl_dsp;cs_dsp;delayed_sack;dropdump;hall_ic;input_cs40l26_i2c;kperfmon;machine_dlkm;msm_drm;msm_geni_serial;nu1668_charger;pdic_max77705;pdic_max77775;pm8941_pwrkey;qca_cld3_kiwi_v2;qcom_pil_info;qcom_q6v5_pas;reboot_mode;rmnet_aps;rmnet_offload;rmnet_perf_tether;rmnet_shs;sec_abc_detect_conn;sec_battery;sec_common_fn;sec_qc_user_reset;sec_reloc_gpio;synaptics_ts_spi;usb_notify_layer
strncpy	0x9166fada	blk_sec_stats;camera;mac80211;msm_drm;sec_battery;sec_common_fn;usb_notify_layer
strnlen	0xa916b694	abc_hub;camera;cfg80211;cl_dsp;cl_dsp_debugfs;cnss2;cs_dsp;drm_display_helper;dwc3_msm;f_fs_ipc_log;frpc_adsprpc;glink_pkt;gpr_dlkm;health_monitor;input_cs40l26_i2c;ipam;kperfmon;lt9611uxc;mac80211;machine_dlkm;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;msm_drm;msm_eva;msm_kgsl;msm_mmrm;msm_sysstats;nu1668_charger;pca9481_charger;pdic_max77705;pdic_max77775;pdr_interface;qca_cld3_kiwi_v2;qcom_cpuss_sleep_stats;qcom_glink;qcom_iommu_debug;qcom_q6v5_pas;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qseecom_dlkm;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;qti_userspace_cdev;rmnet_shs;rmnet_wlan;sec_abc_detect_conn;sec_battery;sec_common_fn;sec_pon_alarm;sec_qc_hw_param;sec_qc_user_reset;sec_reloc_gpio;smcinvoke_dlkm;snd_soc_wm_adsp;spcom;stm_ts_spi;swr_ctrl_dlkm;swr_dlkm;synaptics_ts_spi;sync_fence;usb_f_ss_mon_gadget;usb_notify_layer;wcd938x_slave_dlkm;wcd939x_slave_dlkm;wez02;wsa883x_dlkm;wsa884x_dlkm
strnstr	0xc310b981	camera;cnss2;ipam;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;msm_drm;msm_eva;msm_geni_serial;msm_performance;qca_cld3_kiwi_v2;qcom_pm8008_regulator;swr_dmic_dlkm;wcd938x_dlkm;wcd939x_dlkm
strpbrk	0x9a1dfd65	hwmon;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;machine_dlkm;msm_drm;msm_performance;wcd938x_dlkm;wcd939x_dlkm
strrchr	0x9f984513	memlat;stm_core;usb_f_cdev
strreplace	0x7410aba2	msm_drm
strscpy	0xdd64e639	at803x;camera;cdsprm;cfg80211;cl_dsp;cnss2;dmesg_dumper;dwc3_msm;f_fs_ipc_log;glink_pkt;gpr_dlkm;health_monitor;i2c_msm_geni;input_cs40l26_i2c;ipam;ipclite_test;lt9611uxc;mac80211;msm_kgsl;msm_sysstats;msm_video;pdr_interface;phy_qcom_ufs_qmp_v4;qca_cld3_kiwi_v2;qcom_cpuss_sleep_stats;qcom_glink;qcom_iommu_debug;qcom_sysmon;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;qti_userspace_cdev;spcom;sync_fence;usb_notify_layer
strscpy_pad	0xfbb8a761	qcom_glink;qcom_smd
strsep	0x85df9b6c	c1dcvs_scmi_v2;camera;cnss2;cnss_utils;flicker_sensor;gsim;hdm;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite_test;llcc_perfmon;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;msm_drm;msm_geni_serial;msm_performance;nb7vpq904m;pdic_max77705;pdic_max77775;phy_msm_snps_eusb2;qca_cld3_kiwi_v2;stm_core;swr_ctrl_dlkm;usb_notify_layer;wcd938x_dlkm;wcd938x_slave_dlkm;wcd939x_dlkm;wcd939x_slave_dlkm;wsa883x_dlkm;wsa884x_dlkm
strstr	0x1e6d26a8	camera;machine_dlkm;msm_drm;qcom_q6v5;qcom_q6v5_pas;sec_qc_hw_param
sync_file_create	0x0f1d3f85	camera;msm_drm;msm_hw_fence;msm_kgsl;msm_video;sync_fence;synx_driver
sync_file_get_fence	0x4dca08ee	camera;msm_drm;msm_hw_fence;msm_kgsl;sync_fence;synx_driver
synchronize_irq	0xe523ad75	bwmon;mfd_max77775;sps_drv
synchronize_net	0x609f1c7e	cfg80211;ipam;mac80211;qca_cld3_kiwi_v2
synchronize_rcu	0x6091797f	cfg80211;input_booster_lkm;mac80211;qmi_helpers;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_offload;rmnet_perf;rmnet_perf_tether;rmnet_wlan
synchronize_srcu	0x5ee82342	stm_core
sys_tz	0xfe5d4bb2	kperfmon;msm_drm;nfc_nxp_sec;qca_cld3_kiwi_v2;rmnet_core;sec_battery;usb_notify_layer;uwb
syscon_node_to_regmap	0x9448b538	qcom_smd;smp2p
sysctl_vals	0xc8827b75	hung_task_enh
sysfs_add_file_to_group	0x20aa5048	coresight
sysfs_add_link_to_group	0x104f5da6	coresight
sysfs_create_bin_file	0x3133d901	msm_kgsl;qfprom_sys
sysfs_create_file_ns	0x8a1b623e	bhs_irq_controller;camera;cnss2;gh_ctrl;gh_panic_notifier;hall_ic;ipclite;ipclite_test;leds_qpnp_vibrator_ldo;leds_qti_flash;machine_dlkm;msm_kgsl;qca_cld3_kiwi_v2;qcom_cpufreq_hw_debug;qcom_spmi_wled;rproc_qcom_common;sec_qc_user_reset;slim_qcom_ngd_ctrl;spi_msm_geni;wcd939x_dlkm
sysfs_create_files	0x7d1e3526	blk_sec_stats;blk_sec_wb;leds_qti_tri_led;msm_kgsl
sysfs_create_group	0xf43d4bfe	adsp_loader_dlkm;cdsp_loader;cnss2;core_hang_detect;coresight;cpufreq_limit;flicker_sensor;frpc_adsprpc;gh_ctrl;input_booster_lkm;llcc_perfmon;lt9611uxc;mhi;mhi_dev_uci;msm_drm;msm_eva;msm_kgsl;msm_mmrm;msm_performance;msm_video;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;qcom_lpm;sdhci_msm_sec;sec_ap_pmic;sec_audio_sysfs;sec_common_fn;sec_qc_hw_param;sec_thermistor;sec_vibrator_inputff_module;snd_soc_cirrus_amp;stm_ts_spi;synaptics_ts_spi;usb_notify_layer;vibrator_vib_info
sysfs_create_groups	0x414679d7	dropdump
sysfs_create_link	0x56591d01	cfg80211;cnss2;coresight;msm_drm;msm_kgsl;s2dos05_regulator;sec_common_fn;sensors_core;sg;stm_ts_spi;synaptics_ts_spi
sysfs_emit	0xe783e261	coresight;coresight_cti;gh_panic_notifier;hwmon;mhi;pci_msm_drv;qcom_glink;qcom_q6v5_pas;sdhci_msm_sec
sysfs_emit_at	0x99f2d00a	mhi;pci_msm_drv
sysfs_notify	0xc7278022	hwmon;input_cs40l26_i2c;machine_dlkm;msm_drm;msm_kgsl;msm_performance;sec_common_fn;stm_ts_spi;synaptics_ts_spi
sysfs_remove_bin_file	0x9bd9a16d	msm_kgsl;qfprom_sys
sysfs_remove_file_from_group	0x1175e582	coresight
sysfs_remove_file_ns	0xfb705284	bhs_irq_controller;camera;cnss2;gh_ctrl;ipclite_test;leds_qpnp_vibrator_ldo;leds_qti_flash;qca_cld3_kiwi_v2;qcom_cpufreq_hw_debug;rproc_qcom_common;sec_qc_user_reset;slim_qcom_ngd_ctrl;spi_msm_geni
sysfs_remove_files	0x39b0f22d	blk_sec_stats;blk_sec_wb;leds_qti_tri_led;msm_kgsl
sysfs_remove_group	0xf1d806db	adsp_loader_dlkm;cdsp_loader;cnss2;core_hang_detect;coresight;cpufreq_limit;flicker_sensor;gh_ctrl;llcc_perfmon;lt9611uxc;mhi;mhi_dev_uci;msm_drm;msm_eva;msm_kgsl;msm_mmrm;msm_video;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;sec_audio_sysfs;sec_common_fn;sec_qc_hw_param;sec_thermistor;sec_vibrator_inputff_module;usb_notify_layer;vibrator_vib_info
sysfs_remove_groups	0xea77da66	msm_kgsl
sysfs_remove_link	0xdfb076f5	cfg80211;cnss2;coresight;sec_common_fn;sensors_core;sg;stm_ts_spi;synaptics_ts_spi;wez02
sysfs_remove_link_from_group	0xf1b0651f	coresight
sysfs_streq	0x222e7ce2	adsp_factory_module;dwc3_msm;fingerprint;gh_panic_notifier;llcc_perfmon;msm_drm;msm_kgsl
sysfs_update_group	0x3a2221a5	msm_performance
sysrq_mask	0x4a17ed66	eud
system_freezable_wq	0xd4034828	lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;mac80211;wcd_usbss_i2c
system_highpri_wq	0xcd91b127	msm_lmh_dcvs;qcom_glink;qti_cpufreq_cdev;qti_devfreq_cdev;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev
system_long_wq	0x131db64a	drm_display_helper;sec_arm64_debug
system_power_efficient_wq	0x47884890	cfg80211
system_state	0xf7370f56	mem_hooks;pdic_max77705;pdic_max77775;pdr_interface;qcom_sysmon;rproc_qcom_common
system_unbound_wq	0xd4c14632	cfg80211;msm_kgsl;sec_qc_user_reset;snd_soc_cirrus_amp;snd_soc_cs35l45_i2c;snd_soc_wm_adsp
